loss,mean_absolute_error,val_loss,val_mean_absolute_error,mean_absolute_percentage_error,val_mean_absolute_percentage_error
0.0034841136,0.022861814,0.0032606693,0.01992059,8.956636,7.766844
0.0034767776,0.022872012,0.003387327,0.01968021,8.986474,7.73604
0.0034828442,0.022900082,0.0032691276,0.020022228,8.974214,7.7330117
0.0034911511,0.022906134,0.0033210078,0.020478325,8.948839,7.7940416
0.003474026,0.02282805,0.0032716086,0.019935222,8.9607525,7.752116
0.0034775184,0.02277703,0.003266559,0.019911198,8.951524,7.7440557
0.0034755482,0.022842567,0.0032979222,0.02059683,8.968803,7.803813
0.0034613488,0.022825407,0.0033245345,0.019072276,8.944663,7.7137513
0.0034637388,0.022753282,0.0033187314,0.021031119,8.90166,7.8682914
0.0034591525,0.02276337,0.0032927766,0.018335786,8.962429,7.633611
0.0034655523,0.022730501,0.0033087558,0.020325646,8.908547,7.7697077
0.0034623716,0.022778777,0.003309554,0.019493164,8.940024,7.7066336
0.0034568126,0.022859287,0.0033929013,0.019335084,8.942152,7.687936
0.0034635784,0.022805601,0.003352022,0.019659786,8.96603,7.671511
0.0034744483,0.022829127,0.0032883582,0.021415107,8.95615,7.826658
0.0034632138,0.0227592,0.0033141137,0.02066707,8.92912,7.8143706
0.00345104,0.022798844,0.0034060085,0.01905028,8.931043,7.663758
0.0036156152,0.023192927,0.0034069933,0.020808361,9.095901,7.7871504
0.0034633211,0.022641787,0.0033224665,0.020054188,8.921261,7.715756
0.0034388031,0.02262762,0.0033436867,0.01952425,8.92529,7.684004
0.0034459834,0.022717647,0.0033599304,0.019186823,8.906845,7.646766
0.0034407096,0.022786649,0.003352978,0.019248987,8.9413595,7.6626167
0.0034416302,0.02279815,0.00330697,0.019384887,8.911972,7.616242
0.0034355228,0.02268801,0.003253448,0.020455377,8.933559,7.7010922
0.0034423105,0.022771854,0.0033375015,0.018668262,8.923643,7.618269
0.0034462896,0.022730358,0.0032812555,0.019082176,8.913463,7.592616
0.0034370332,0.022693742,0.0032672065,0.018953545,8.902578,7.592521
0.003433449,0.02264341,0.0033313835,0.019357027,8.92649,7.6063237
0.0034200477,0.022601623,0.0032848225,0.02024795,8.887602,7.6739793
0.0034283458,0.022662703,0.0032894814,0.019042963,8.887776,7.600803
0.0034325798,0.022690492,0.0032804979,0.01945063,8.924016,7.636413
0.0034155603,0.022594407,0.0032742354,0.0191705,8.874046,7.6091046
0.0034173892,0.022615235,0.0032851035,0.019631643,8.898196,7.653899
0.00341327,0.022553666,0.0033082825,0.018824752,8.921458,7.5830474
0.0034108246,0.02255215,0.003307554,0.019906264,8.8706875,7.658996
0.0034149797,0.022656733,0.0032693048,0.018905511,8.924053,7.5831456
0.0034242282,0.022632483,0.003303094,0.021522542,8.894143,7.859865
0.0033949192,0.022485254,0.003271074,0.018905804,8.8637295,7.5419908
0.0034169008,0.022541367,0.0032273089,0.019570597,8.901508,7.5708017
