,loss,mean_absolute_error,val_loss,val_mean_absolute_error,mean_absolute_percentage_error,val_mean_absolute_percentage_error
0,0.026281303,0.048566613,0.0015855472,0.011368624,10.046869,3.754347
1,0.001745752,0.011917845,0.0015610061,0.010790276,6.4199615,3.6967413
2,0.0017484216,0.0120036,0.0015436359,0.010041185,6.42988,3.6255639
3,0.0017494918,0.012105809,0.0015136701,0.011802695,6.4383903,3.7966526
4,0.0017498161,0.012164727,0.0015721065,0.009690456,6.4478827,3.594196
5,0.0017557046,0.012367294,0.001579861,0.012497298,6.4650307,3.8627472
6,0.0017575278,0.012508805,0.0015709372,0.011332344,6.4796896,3.7537096
7,0.0017631158,0.012683332,0.001606514,0.013894091,6.500632,4.0006237
8,0.0017667661,0.01280719,0.0015888119,0.009741018,6.5099654,3.5997927
9,0.0017595645,0.012607283,0.0015599962,0.010732216,6.4896784,3.6921751
10,0.0017607075,0.012584888,0.0015695752,0.00920568,6.488594,3.548143
11,0.0017588707,0.012635036,0.0015890059,0.00803182,6.492052,3.4347692
12,0.0017738666,0.012752798,0.0016545149,0.011868123,6.503852,3.8027663
13,0.0017713358,0.012735314,0.0015929696,0.00895016,6.5046787,3.520041
14,0.0017628284,0.012843454,0.0015635468,0.009042992,6.513628,3.532917
15,0.001763966,0.0128324535,0.0016142603,0.010398487,6.512754,3.6770937
16,0.0017581437,0.012662309,0.0015875682,0.011543541,6.498839,3.773856
17,0.0017628348,0.0126924645,0.0016072259,0.016538965,6.498804,4.2552695
18,0.0017824889,0.013090166,0.0015923495,0.009243755,6.534914,3.557726
19,0.0017609802,0.012708294,0.0015780801,0.0117426645,6.4999194,3.790175
20,0.001765226,0.012731463,0.0015909125,0.010655444,6.5036216,3.6900208
21,0.0017625515,0.012546194,0.0015539473,0.010453688,6.4859414,3.6644614
22,0.0017576442,0.012510722,0.0015375359,0.011067338,6.482212,3.7223861
23,0.0017584475,0.012519584,0.0016081834,0.01064301,6.482429,3.68396
24,0.0017636691,0.012687149,0.0015716361,0.01010641,6.4972425,3.6343944
25,0.0017661257,0.012744071,0.0016515987,0.011106552,6.501361,3.750715
26,0.0017616767,0.012723757,0.0015835833,0.01038774,6.498287,3.6602046
27,0.0017581469,0.012592234,0.0016143693,0.01098703,6.4882307,3.718675
28,0.0017650396,0.012737503,0.0016204324,0.010030344,6.499499,3.6287985
29,0.0017527997,0.012519517,0.0015719248,0.009758415,6.478389,3.5965528
30,0.0017484737,0.012294964,0.001584767,0.009722609,6.457382,3.5939295
31,0.001757306,0.012529145,0.0015865822,0.009860172,6.479559,3.6092145
32,0.0017508977,0.01243432,0.0016209146,0.010979408,6.4720254,3.7169714
33,0.001758682,0.012571886,0.0015754562,0.009637493,6.485361,3.5862727
34,0.0017526788,0.012427717,0.0015783106,0.012413063,6.471993,3.85056
35,0.0017603625,0.012549894,0.0015890235,0.011620156,6.4844694,3.7773023
36,0.0017572616,0.012516984,0.0015884943,0.014099457,6.47575,4.016443
37,0.0017521427,0.012345599,0.0015327245,0.010412463,6.4618416,3.6583152
38,0.0017569705,0.012482551,0.0015747276,0.008077661,6.4723477,3.4397316
39,0.0017530909,0.012353198,0.0016404939,0.009468733,6.4614954,3.5723174
40,0.001745441,0.012375266,0.0015720412,0.009483021,6.464247,3.571426
41,0.0017527159,0.012336899,0.0016095071,0.009386121,6.458959,3.564111
42,0.0017459628,0.0124123925,0.0016310387,0.011029795,6.466063,3.720554
43,0.0017472747,0.01230114,0.0015815414,0.011430929,6.454991,3.7591946
44,0.0017448883,0.012314281,0.0015736093,0.009260533,6.4570794,3.5465565
45,0.0017515196,0.012541579,0.0015829148,0.010491919,6.4802566,3.6695821
46,0.0017435515,0.0122663835,0.001519258,0.010708929,6.448698,3.6878593
47,0.0017454993,0.012281977,0.001545263,0.0128307035,6.4536343,3.8914974
48,0.0017500262,0.012455491,0.0015557214,0.009977989,6.470836,3.6140318
49,0.00174461,0.012295599,0.0015650863,0.009653392,6.452249,3.5854683
50,0.0017432796,0.012280094,0.0015906857,0.011712218,6.448142,3.7829263
51,0.0017469346,0.012391225,0.0015938885,0.009329436,6.4631286,3.5551682
52,0.0017496205,0.012491908,0.0016135933,0.014005351,6.472992,4.004513
53,0.0017436462,0.012316125,0.0016279675,0.008391257,6.456092,3.4667149
54,0.0017469907,0.012451808,0.0015498966,0.015778644,6.468355,4.182587
55,0.0017471536,0.012324693,0.0015525937,0.010533968,6.456886,3.6691313
56,0.0017434951,0.012282809,0.0015575065,0.009671635,6.4542212,3.5848186
57,0.00174356,0.012259975,0.001580007,0.010100035,6.449921,3.6281545
58,0.0017425626,0.0122575965,0.001546287,0.012944633,6.4503226,3.9036899
59,0.001745841,0.0123245455,0.0015777228,0.00892599,6.4501796,3.519923
60,0.0017439389,0.012323442,0.0015646687,0.01211351,6.456163,3.8207333
61,0.00174253,0.012247512,0.00157438,0.012189059,6.4453516,3.8269677
62,0.0017451999,0.012366916,0.0016002187,0.0088180285,6.4575663,3.502858
63,0.0017396928,0.012281257,0.0015515053,0.008890977,6.449599,3.5096862
64,0.0017381711,0.012250152,0.0015680827,0.009484727,6.445078,3.566526
65,0.001737473,0.012269153,0.0015442108,0.011044523,6.44692,3.7153516
66,0.0017435325,0.012286028,0.0015979606,0.010252897,6.4489384,3.643099
67,0.0017470762,0.012333335,0.0015739821,0.012876186,6.457012,3.8953216
68,0.0017397917,0.012284827,0.0016096819,0.01182742,6.452106,3.7956343
69,0.0017540413,0.012396579,0.0016012657,0.013017605,6.4617777,3.904936
70,0.0017423751,0.012332756,0.0015402808,0.010998673,6.4579773,3.71453
71,0.0017428691,0.012322561,0.0015713343,0.012010485,6.4556193,3.8089862
72,0.0017421312,0.012185204,0.0015258997,0.011648246,6.440315,3.7757597
73,0.0017373245,0.012258506,0.0015435474,0.010289071,6.4432683,3.6455278
74,0.0017433591,0.012328152,0.0015402277,0.0088039115,6.4541,3.5024517
75,0.0017370709,0.012240308,0.0015712626,0.013226243,6.4453506,3.928651
76,0.001741163,0.012245869,0.0016099429,0.01485693,6.444503,4.0874577
77,0.0017412478,0.012288008,0.001574248,0.0103492355,6.452514,3.6500554
78,0.001736344,0.01221591,0.0015484522,0.009989577,6.438038,3.61152
79,0.0017351354,0.012184988,0.0015392376,0.009876193,6.4395847,3.6006966
80,0.0017373149,0.012235314,0.0015407889,0.011359081,6.4438777,3.7454488
81,0.00173464,0.0122087505,0.0015817363,0.010582586,6.4412403,3.6713288
82,0.001742112,0.012376392,0.0015606617,0.0099294735,6.4558415,3.6104717
83,0.0017376975,0.012287902,0.0015518446,0.0102044,6.449182,3.633373
84,0.0017401093,0.012240456,0.0015651496,0.011534422,6.4447436,3.7607262
85,0.0017339989,0.012143963,0.0015343918,0.010641473,6.4329963,3.6788435
86,0.0017306487,0.012195183,0.0015452572,0.010262086,6.437929,3.6384792
87,0.0017372884,0.012209208,0.0016246388,0.010295738,6.437125,3.6404855
88,0.0017328872,0.01227012,0.0015728647,0.0108534405,6.4403815,3.6948853
89,0.0017352474,0.012148983,0.0016108708,0.012895642,6.4324512,3.890103
90,0.0017297394,0.012146587,0.0015308653,0.011341582,6.425598,3.7399735
91,0.001731265,0.012188835,0.0015642684,0.009487832,6.436479,3.55992
92,0.0017269002,0.012165277,0.0015365852,0.011340672,6.4299154,3.7406254
93,0.0017244287,0.012144543,0.0015451827,0.012837399,6.4296727,3.879489
94,0.001717549,0.012288479,0.0015765326,0.0093062725,6.437961,3.5386403
95,0.0017122799,0.012151208,0.0015500638,0.011134185,6.421274,3.7130284
96,0.0017089307,0.012133201,0.0015723791,0.014685338,6.4113774,4.049729
97,0.0017018645,0.01229631,0.0014972197,0.0120775,6.4203043,3.7938888
98,0.001685112,0.012137697,0.0015436617,0.00997619,6.401113,3.587749
99,0.0016801485,0.012237486,0.0015449374,0.010280692,6.4052076,3.6155627
100,0.001676187,0.012210991,0.0015287612,0.010556885,6.3940353,3.6474788
101,0.0016770142,0.012314215,0.0015305352,0.012273464,6.402491,3.804755
102,0.0016733261,0.0123282615,0.001561524,0.012234266,6.399446,3.8059905
103,0.0016749416,0.01230852,0.001548042,0.010088253,6.3945136,3.5944543
104,0.0016710906,0.012408281,0.0015019771,0.010562445,6.405776,3.6437383
105,0.0016679008,0.012332403,0.0015777019,0.01186431,6.4040775,3.7704127
106,0.0016685472,0.0123935975,0.0015311266,0.011559678,6.399262,3.7386048
107,0.0016712885,0.012371408,0.0014941854,0.012261173,6.40013,3.805812
108,0.0016681507,0.012209079,0.0015235161,0.0117033385,6.3810787,3.7508519
109,0.0016665345,0.012252814,0.0015166026,0.008423754,6.3902426,3.4378576
110,0.0016662233,0.012310961,0.0015961821,0.011034548,6.3970175,3.6894286
111,0.0016666577,0.012267321,0.001575261,0.010048185,6.3914523,3.5921743
112,0.001663126,0.012224333,0.0015319266,0.010766475,6.3900104,3.660975
113,0.0016653924,0.012294013,0.0015069047,0.010633311,6.392541,3.650668
114,0.0016647172,0.012222527,0.0015558352,0.009231507,6.3902354,3.511295
115,0.0016638895,0.012196298,0.0015391728,0.008727772,6.380662,3.4719117
116,0.0016625564,0.012320678,0.0015013275,0.01104589,6.392785,3.6902328
117,0.0016695418,0.012428638,0.0015305687,0.009601548,6.4069905,3.5503156
118,0.0016554839,0.012330809,0.0015440512,0.008574526,6.3912563,3.452906
119,0.0016599661,0.0122978315,0.0015130047,0.010178369,6.38632,3.6085026
120,0.0016555118,0.012350513,0.0015069918,0.010657066,6.391144,3.646869
121,0.0016551582,0.01226895,0.0015038268,0.0088634845,6.3812966,3.485868
122,0.001649799,0.012372601,0.0014893294,0.011088355,6.389536,3.6883628
123,0.0016552293,0.012389472,0.0015076394,0.010320082,6.390622,3.6234653
124,0.0016590449,0.012288703,0.0015727505,0.011016716,6.3803325,3.6850514
125,0.0016605181,0.01225595,0.00158267,0.012621018,6.3799915,3.8408859
126,0.0016574946,0.012252168,0.0015160309,0.011107944,6.3808722,3.6861048
127,0.0016711233,0.012459449,0.0015730744,0.0112531595,6.403271,3.7047021
128,0.0016509678,0.012299114,0.0015352594,0.011817429,6.380935,3.754373
129,0.001653149,0.012219008,0.0015906832,0.011469035,6.3722987,3.7249744
130,0.0016477467,0.01235028,0.0015073094,0.011861435,6.378283,3.7584758
131,0.0016453598,0.012314458,0.0015535669,0.0134428255,6.3727045,3.914
132,0.0016431352,0.012353127,0.001497593,0.010759689,6.3708344,3.656922
133,0.0016417609,0.012361306,0.0015387817,0.009929404,6.378217,3.5697916
134,0.0016456775,0.01229782,0.0015411257,0.00976639,6.373293,3.5610564
135,0.0016446573,0.012251087,0.001524838,0.009528082,6.3664975,3.5327466
136,0.0016524482,0.01234011,0.0015189236,0.011582762,6.3806276,3.729345
137,0.0016442778,0.0124015445,0.0015106946,0.0106519,6.3806224,3.6396182
138,0.0016429876,0.012311911,0.0015355544,0.013348493,6.3726797,3.9040084
139,0.0016279988,0.012259798,0.001561976,0.009811612,6.355703,3.5641527
140,0.0016468634,0.012420998,0.0015397801,0.009630524,6.3868036,3.5455854
141,0.0016432313,0.012314262,0.0015319485,0.009733627,6.379166,3.5600994
142,0.0016334911,0.012389145,0.0015724674,0.010898395,6.3787484,3.6647215
143,0.001624702,0.012291138,0.0015402413,0.009994486,6.362722,3.580743
144,0.0016298554,0.012404982,0.0015106006,0.009068886,6.3747587,3.4898007
145,0.0016225982,0.012314343,0.0014939193,0.012430122,6.3638115,3.8123345
146,0.0016331166,0.012375715,0.0016273636,0.009603609,6.3822227,3.5460572
147,0.0016245637,0.012342169,0.0015195246,0.0103445435,6.3664217,3.610051
148,0.0016348278,0.012454469,0.0015526911,0.009072404,6.3736253,3.4951968
149,0.0016235376,0.012348753,0.0015238089,0.009878707,6.360446,3.5653617
