,baseline_1,baseline_2,baseline_7,sl_lstm,ml_lstm,sl_lstm_s2s,ml_lstm_s2s,cnn_sl_lstm_s2s,cnn_ml_lstm_s2s,addictive_sl,addictive_ml,multihead_sl,multihead_ml,nbeats_lstm,nbeats_add_lstm,nbeats_mh_lstm
48,0.12632103,0.12539475,0.12585844,0.13612698,0.20687024,0.20695741,0.20939714,0.23670715,0.23005667,0.23196043,0.24908935,0.23976709,0.23168822,0.22343302,0.21619998,0.21004328
49,0.12638837,0.12541133,0.12586656,0.13634486,0.20690173,0.20699094,0.20947355,0.2367145,0.2300859,0.23202927,0.24911404,0.2397928,0.23171093,0.22345573,0.21622053,0.21006192
50,0.12644075,0.12547308,0.12586902,0.136576,0.20693521,0.20702516,0.20954867,0.23671947,0.23011461,0.23209715,0.24913932,0.23981912,0.23173267,0.22347935,0.21624213,0.2100792
51,0.12648708,0.12548794,0.12588707,0.13680284,0.20697716,0.20705672,0.20962416,0.23672473,0.23014235,0.23216656,0.24916522,0.23984674,0.23175496,0.2235012,0.21626359,0.21009846
52,0.1267777,0.12551178,0.12590602,0.13703848,0.20699923,0.20707572,0.20970333,0.23673774,0.23016109,0.23223458,0.2491818,0.23986222,0.23176946,0.22351307,0.21627557,0.21010691
53,0.1268404,0.12555183,0.12591057,0.13726851,0.20703854,0.20709525,0.20977877,0.23674609,0.23018353,0.23230211,0.24919778,0.23988183,0.2317846,0.22352958,0.21628934,0.21011986
54,0.12695959,0.12556517,0.12595244,0.13748062,0.20706628,0.20711498,0.20985268,0.23675478,0.23020196,0.23237139,0.24921483,0.23989974,0.23179999,0.22354361,0.21630196,0.21013132
55,0.12704131,0.12573333,0.12596881,0.13770531,0.20709804,0.20713545,0.20993082,0.23676683,0.23022485,0.23243855,0.24923296,0.23991683,0.2318158,0.22356078,0.21631405,0.21014328
56,0.12735052,0.1257583,0.12597325,0.13792907,0.20712778,0.2071552,0.21000437,0.23677501,0.23024592,0.23250602,0.24924916,0.23993814,0.23183182,0.2235766,0.21632697,0.21015401
57,0.12737682,0.12580127,0.1260343,0.1381522,0.20715572,0.20717789,0.21008547,0.23678309,0.23026498,0.2325753,0.24926573,0.23995437,0.23184614,0.2235945,0.21633843,0.2101643
