,baseline_1,baseline_2,baseline_7,sl_lstm,ml_lstm,sl_lstm_s2s,ml_lstm_s2s,cnn_sl_lstm_s2s,cnn_ml_lstm_s2s,addictive_sl,addictive_ml,multihead_sl,multihead_ml,nbeats_lstm,nbeats_add_lstm,nbeats_mh_lstm
0,0.0,0.0,0.00086616626,0.010210609,0.003179316,0.0011809043,0.011707052,0.0023023176,0.001211758,0.008892233,0.0009208935,0.0010350802,0.00041033825,0.000873376,0.0007694196,0.0005043096
1,0.0,2.956548e-08,0.0017607546,0.010257139,0.0032421134,0.0012647387,0.012374997,0.0026763529,0.0012837445,0.008897956,0.0011717244,0.0010442248,0.0010381072,0.0009288087,0.00078383373,0.0007328818
2,1.851363e-08,3.5360412e-07,0.0019075292,0.010527584,0.0033026442,0.0013125875,0.0124173565,0.002830511,0.0012868335,0.0089133885,0.0013390308,0.0010971753,0.0011275272,0.00094689644,0.00083186507,0.00083656533
3,1.8268648e-07,6.514206e-05,0.0022162634,0.010608743,0.0033300773,0.0013327313,0.012515448,0.0028358018,0.0013001923,0.008952738,0.001381961,0.001155492,0.0011725781,0.0010163783,0.0009329551,0.0009208289
4,5.8923723e-07,0.000705613,0.002381045,0.010623085,0.0033352003,0.0013348279,0.012531657,0.002851193,0.001332139,0.008973632,0.0013940806,0.0012123975,0.0012703877,0.001030381,0.0010052031,0.0009551708
5,0.00053139974,0.0009234339,0.0024213225,0.01064692,0.0033379216,0.0013566688,0.01257918,0.0028949445,0.0013407059,0.009011961,0.0014383033,0.0012439908,0.0012891344,0.0010553976,0.0010569082,0.0009821701
6,0.0005531239,0.0011028515,0.0024423923,0.010729266,0.0033409037,0.0014152819,0.0125903515,0.00289886,0.0013565229,0.00903811,0.0014625852,0.0012446026,0.0013408103,0.0010625542,0.0010662925,0.0009948144
7,0.0007055124,0.0011559046,0.0024443031,0.010758496,0.0033507645,0.0014537243,0.01259845,0.0029517855,0.001360952,0.009049472,0.0014752424,0.0012511757,0.0013646893,0.0010664155,0.0010672483,0.0010065438
8,0.0007773312,0.0012548867,0.0024601894,0.010786228,0.0033997155,0.0014568282,0.012658787,0.002959964,0.0013819124,0.009083598,0.0014783613,0.0013248805,0.001367079,0.0010774243,0.0011643787,0.0010328857
9,0.0010413878,0.0012672903,0.002560293,0.010805284,0.0034048043,0.0015145374,0.012735369,0.0029667886,0.0013896656,0.009096095,0.0015402999,0.0013537429,0.0013694862,0.0010797104,0.0011815241,0.0010365462
10,0.0015071073,0.0017233373,0.0026377758,0.01080644,0.0034070294,0.001521066,0.012743433,0.00296697,0.0014487877,0.009102192,0.0015408205,0.0013981634,0.0014010957,0.0011047723,0.0011845032,0.0010391605
11,0.0015336226,0.0023235069,0.0027041454,0.010819933,0.003431305,0.0015560047,0.012746106,0.0029833019,0.0014745767,0.009114952,0.001573998,0.0014338534,0.0014276312,0.0011200997,0.0011850774,0.0010926449
12,0.0018932465,0.0023923677,0.002711606,0.010820021,0.003438103,0.0015749629,0.012770139,0.0029887073,0.0014934802,0.009119989,0.0015795181,0.0014537437,0.001429797,0.0011310786,0.0011915393,0.0011290272
13,0.00203097,0.0024594835,0.0028631918,0.010820153,0.003448752,0.0015973486,0.01279329,0.0030049214,0.0015143278,0.009122013,0.0015893541,0.001461043,0.001436792,0.0011705067,0.0012278855,0.0011420219
14,0.0020430388,0.0025289087,0.003065753,0.010839236,0.003482932,0.0016300323,0.0128023,0.0030150507,0.0015151029,0.009132632,0.0016091056,0.0014826719,0.0014613905,0.0012007806,0.0012315403,0.0011421702
15,0.00208608,0.002556393,0.0031451331,0.01085053,0.0035019175,0.001639083,0.012829986,0.0030184165,0.0015378133,0.009134033,0.0016213856,0.0015028189,0.0014652425,0.0012168327,0.0012388207,0.0011530169
16,0.0021001662,0.0026867616,0.0032135397,0.010852237,0.0035156005,0.0016473966,0.012851623,0.0030288466,0.0015490587,0.009137527,0.0016638417,0.0015048635,0.001496274,0.0012346274,0.0012398562,0.0011600247
17,0.002160337,0.0026897222,0.0032600956,0.010853869,0.0035348271,0.001650873,0.012852418,0.0030332387,0.0015572514,0.009159942,0.001664028,0.001518888,0.0015015326,0.0012397175,0.0012456927,0.0012000956
18,0.002247719,0.0027101235,0.0032702994,0.010868542,0.003536754,0.0016555713,0.012853234,0.0030904186,0.0015829162,0.009166788,0.0017108552,0.0015189055,0.001508097,0.0012608282,0.0012521491,0.0012085168
19,0.0023039917,0.0028899468,0.0033572265,0.0108749755,0.0035394176,0.0016767039,0.012874402,0.003101772,0.0016004428,0.00918464,0.0017293707,0.0015240597,0.0015135048,0.0012957781,0.0012576714,0.0012377453
20,0.0023210873,0.00297423,0.0033741232,0.01087812,0.003539692,0.0016806092,0.012886294,0.0031274986,0.0016083019,0.009214095,0.0017441353,0.0015282092,0.001514766,0.0013061428,0.0012712908,0.0012594502
21,0.0023727326,0.003002401,0.0034259148,0.010899756,0.0035432866,0.0016997322,0.0129041495,0.0031548608,0.0016215093,0.009221472,0.0017568814,0.0015354421,0.0015332922,0.0013193153,0.0012754229,0.0012869426
22,0.0025535915,0.0032164531,0.0034968995,0.010918628,0.0035452088,0.0017114356,0.01290786,0.0031649526,0.0016446318,0.00922767,0.0017674192,0.0015452752,0.0015494935,0.0013327174,0.0013001933,0.001287998
23,0.002741777,0.00325044,0.0036843072,0.010922127,0.0035530033,0.0017128191,0.0129314205,0.0031651685,0.00166148,0.00922899,0.0017735157,0.0015635717,0.0015592823,0.0013451187,0.0013334815,0.0013054129
24,0.0028911286,0.003269612,0.0040234188,0.010929695,0.003598962,0.0017207988,0.012941399,0.00316789,0.0016628479,0.009231833,0.0017851325,0.0015658899,0.0015953776,0.001348429,0.0013543065,0.0013224079
25,0.0030396231,0.0033173144,0.0040253852,0.010941965,0.0036178508,0.0017334362,0.012942481,0.0031783022,0.0016676113,0.009234477,0.001808268,0.0015695073,0.0015989271,0.0013495218,0.0013607219,0.0013229944
26,0.0031311652,0.0034319928,0.004106574,0.010945919,0.0036197684,0.0017573093,0.012955822,0.003181577,0.001681703,0.009234703,0.0018087253,0.0015703202,0.001633885,0.0013594702,0.0013617575,0.0013250153
27,0.0032903682,0.003458675,0.0041939067,0.01094681,0.0036287822,0.0017702421,0.012960208,0.0031859584,0.0016851164,0.00924714,0.0018112249,0.0015738342,0.0016366901,0.0013626376,0.0013640838,0.0013353393
28,0.0033206989,0.0034705822,0.004252696,0.01095781,0.0036405816,0.0017736232,0.012963335,0.0031861048,0.0017130225,0.009247911,0.0018273046,0.0015877712,0.0016407436,0.0013640602,0.0013641637,0.0013412131
29,0.0034024806,0.0035484927,0.0042874273,0.010967561,0.0036412978,0.0017811608,0.012966052,0.0032057026,0.001734916,0.009260473,0.0018327432,0.0016116245,0.0016594393,0.0013649698,0.0013846537,0.001360855
30,0.0034340695,0.003559672,0.0043899915,0.010970216,0.0036481165,0.0017814869,0.0129661625,0.0032129511,0.0017464161,0.009264736,0.0018385578,0.0016163014,0.0016595096,0.0013769696,0.0013993598,0.0013648259
31,0.0034964085,0.003779515,0.0044016093,0.010987316,0.003652802,0.0017887959,0.012969102,0.00321603,0.0017554178,0.009265647,0.0018424072,0.0016307229,0.0016622922,0.0013791346,0.0014021922,0.0013653258
32,0.0035312723,0.003935439,0.0044075493,0.010991916,0.003670141,0.0017923914,0.012970979,0.003224307,0.0017563067,0.009266012,0.001857364,0.0016341293,0.0016623772,0.0013980555,0.0014059339,0.0013709614
33,0.0035933617,0.0039693457,0.004459237,0.010997704,0.0036867782,0.0018110055,0.012971423,0.003226016,0.0017921902,0.009300691,0.0018759003,0.001647708,0.0016673919,0.0014028124,0.0014149166,0.0013725538
34,0.003636731,0.0039769486,0.004519423,0.010999029,0.0036905746,0.0018300816,0.012978447,0.0032339182,0.0018060958,0.009311025,0.0018932367,0.0016586743,0.001673417,0.0014083266,0.0014173123,0.0013971679
35,0.0039779367,0.0041015823,0.004536429,0.0110000605,0.0037227406,0.0018473299,0.012980855,0.0032396314,0.0018185502,0.009315388,0.0018961044,0.0016659679,0.0017092805,0.0014096958,0.0014380418,0.0013994438
36,0.004125805,0.0042030457,0.0045427284,0.011006739,0.003722921,0.0018722523,0.012982405,0.0032483113,0.0018267883,0.009322673,0.001923027,0.0016716303,0.0017224228,0.0014114771,0.0014467142,0.0014067319
37,0.0041619088,0.004204306,0.004618115,0.011013965,0.0037378005,0.0018753436,0.01298624,0.0032627846,0.0018463628,0.009327668,0.0019290579,0.0016724138,0.0017248727,0.001419156,0.0014487203,0.0014225785
38,0.004237518,0.0042967424,0.0048005125,0.011045183,0.0037440099,0.0018886483,0.012990404,0.0032644856,0.0018496026,0.009336549,0.0019369423,0.0016752239,0.0017268717,0.0014297577,0.0014659554,0.0014235921
39,0.0042696157,0.0045835124,0.0048377984,0.011053543,0.0037581467,0.0019040698,0.012997746,0.003269262,0.0018545917,0.009338151,0.0019433148,0.0016888645,0.0017401435,0.0014305158,0.0014729565,0.0014299927
40,0.004484341,0.004649785,0.0048603313,0.011058829,0.0037605807,0.0019161897,0.013003214,0.003274297,0.0018655047,0.00934023,0.001954753,0.0016890218,0.0017401507,0.0014377278,0.0015068379,0.0014317868
41,0.0045202444,0.0046695503,0.005040529,0.0110613005,0.003768349,0.0019326679,0.013003904,0.0032862686,0.0018723933,0.009343398,0.0019573013,0.0016894899,0.0017766916,0.001439798,0.0015086528,0.0014515255
