,baseline_1,baseline_2,baseline_7,sl_lstm,ml_lstm,sl_lstm_s2s,ml_lstm_s2s,cnn_sl_lstm_s2s,cnn_ml_lstm_s2s,addictive_sl,addictive_ml,multihead_sl,multihead_ml,nbeats_lstm,nbeats_add_lstm,nbeats_mh_lstm
90,10.115795,9.0676365,9.393132,10.229853,14.669212,15.267229,14.199447,13.144006,12.022378,11.639305,10.956834,10.24783,9.642277,9.144489,8.703721,8.304925
91,10.135292,9.07914,9.402735,10.242475,14.677545,15.271762,14.201097,13.146265,12.024588,11.639722,10.958373,10.24922,9.643463,9.145439,8.704559,8.305659
92,10.158457,9.08075,9.406629,10.255119,14.685776,15.276268,14.202687,13.148511,12.026884,11.640119,10.959942,10.250603,9.644629,9.146412,8.705434,8.306428
93,10.18069,9.081575,9.427601,10.267567,14.694141,15.28079,14.204342,13.150737,12.029152,11.640545,10.961578,10.252004,9.645799,9.147138,8.706268,8.307199
94,10.18619,9.090366,9.439073,10.28023,14.70239,15.285259,14.206,13.152933,12.031422,11.640972,10.96315,10.253379,9.647001,9.148049,8.707101,8.307959
95,10.195548,9.102307,9.457469,10.29294,14.71065,15.289734,14.207661,13.155125,12.033645,11.641377,10.964685,10.254735,9.648199,9.149006,8.707914,8.308701
96,10.200855,9.107777,9.4734535,10.305575,14.718894,15.294378,14.209296,13.157382,12.0359,11.641823,10.966274,10.256096,9.649368,9.149984,8.708759,8.309453
97,10.210234,9.121918,9.499535,10.318036,14.7272,15.298423,14.210713,13.159386,12.037977,11.642257,10.967716,10.257386,9.650479,9.1509495,8.7096,8.310238
98,10.215222,9.137811,9.505698,10.330643,14.7355,15.303247,14.212402,13.161822,12.0404415,11.642785,10.969482,10.258994,9.651809,9.152131,8.710665,8.311196
99,10.220713,9.147497,9.533455,10.343001,14.743797,15.308121,14.214061,13.1642275,12.042929,11.643364,10.971253,10.260574,9.65315,9.1532755,8.71173,8.31213
100,10.232202,9.169223,9.54714,10.355535,14.751992,15.313017,14.215781,13.166652,12.045416,11.643892,10.973032,10.262128,9.654475,9.154426,8.712816,8.31309
101,10.2448225,9.169372,9.556459,10.367813,14.760293,15.317902,14.217441,13.169087,12.047891,11.644426,10.974812,10.263707,9.655821,9.155534,8.713891,8.314088
102,10.270785,9.189318,9.5665455,10.380372,14.768564,15.322813,14.219135,13.1715,12.050334,11.644977,10.976579,10.26528,9.657165,9.1567,8.714991,8.3150215
103,10.335096,9.199863,9.575028,10.392782,14.776701,15.327704,14.220843,13.173889,12.052804,11.645557,10.978329,10.266859,9.658517,9.15784,8.716058,8.315997
104,10.343055,9.205715,9.579199,10.402916,14.783577,15.332676,14.222564,13.176295,12.055313,11.6460905,10.980088,10.268428,9.659846,9.159019,8.7171755,8.316954
105,10.364311,9.207541,9.589718,10.415368,14.791946,15.337569,14.224251,13.178698,12.0577965,11.646647,10.981865,10.270032,9.661196,9.160198,8.718236,8.317906
106,10.510404,9.209953,9.600469,10.428,14.800244,15.34247,14.225943,13.181096,12.060234,11.647197,10.983649,10.271616,9.662531,9.161354,8.719317,8.318827
107,10.70639,9.213775,9.602015,10.440379,14.808571,15.347367,14.227604,13.183537,12.062674,11.647737,10.9854355,10.273199,9.6638775,9.162547,8.720418,8.319773
108,10.897945,9.218736,9.608829,10.452773,14.816859,15.352288,14.229342,13.185961,12.065158,11.648302,10.987164,10.274798,9.665211,9.163682,8.7215185,8.320749
109,10.916205,9.222992,9.614115,10.465239,14.825159,15.357211,14.231019,13.188361,12.067611,11.6488495,10.988914,10.276352,9.666519,9.164814,8.722612,8.321697
110,10.918408,9.234344,9.621697,10.477671,14.8335285,15.362062,14.232679,13.190787,12.070105,11.649388,10.990716,10.277934,9.667891,9.166004,8.72369,8.322623
111,10.983236,9.244663,9.624402,10.490047,14.841726,15.366914,14.234379,13.193223,12.072572,11.649936,10.992466,10.279542,9.66921,9.167179,8.724777,8.323546
112,11.038284,9.245447,9.624813,10.502654,14.850124,15.3707905,14.235733,13.195176,12.0745125,11.650359,10.993893,10.280732,9.670239,9.168065,8.7256365,8.324254
113,11.071321,9.249926,9.62544,10.514895,14.858289,15.375525,14.237425,13.197537,12.076944,11.650884,10.99551,10.282223,9.671518,9.169141,8.726638,8.325092
114,11.111588,9.256535,9.629129,10.527319,14.866537,15.380325,14.239064,13.19996,12.07936,11.651355,10.997195,10.283732,9.672827,9.170195,8.727625,8.325932
115,11.116456,9.2834215,9.654296,10.539769,14.874685,15.385113,14.240792,13.20232,12.081836,11.6518345,10.998878,10.285259,9.674129,9.171293,8.728628,8.326806
116,11.138314,9.296025,9.668592,10.552169,14.883001,15.389896,14.242458,13.204636,12.084216,11.652354,11.000555,10.28676,9.675413,9.172316,8.729622,8.327694
117,11.206357,9.300091,9.681659,10.564544,14.891066,15.394688,14.244166,13.207038,12.086644,11.6528635,11.00224,10.288256,9.676725,9.173368,8.730666,8.328564
118,11.274427,9.3072815,9.711757,10.576722,14.899261,15.399526,14.245866,13.2092905,12.089063,11.653345,11.0039625,10.28977,9.678021,9.174467,8.731655,8.329429
119,11.27463,9.344857,,10.587062,14.905985,15.404447,14.247582,13.21161,12.09144,11.653812,11.005647,10.291276,9.679259,9.175474,8.732663,8.330307
120,11.304929,9.382305,,10.599503,14.914262,15.409282,14.249291,13.213913,12.093802,11.65433,11.007386,10.292777,9.680546,9.176597,8.7336855,8.331165
121,11.337516,,,10.612112,14.922684,15.414066,14.251019,13.216329,12.0962305,11.654839,11.009143,10.2943125,9.681788,9.177677,8.734659,8.332059
122,,,,10.624456,14.931036,15.418919,14.252646,13.21873,12.09855,11.655345,11.010864,10.295822,9.683046,9.17872,8.735638,8.332943
123,,,,10.636434,14.939241,15.423639,14.254365,13.221004,12.100963,11.655803,11.012541,10.297332,9.684321,9.17981,8.736616,8.33381
124,,,,10.648808,14.947474,15.428466,14.256056,13.223343,12.103326,11.65628,11.0142145,10.298839,9.685615,9.180892,8.737639,8.334706
125,,,,10.660932,14.955778,15.433362,14.257735,13.225672,12.105781,11.6567745,11.015929,10.300355,9.686903,9.181983,8.738692,8.335557
126,,,,10.672998,14.963941,15.438169,14.25944,13.228034,12.108216,11.657254,11.017628,10.301844,9.688189,9.183005,8.739672,8.336464
127,,,,10.685042,14.972156,15.442078,14.260755,13.229982,12.110252,11.657599,11.018972,10.303084,9.689274,9.183839,8.740424,8.337137
128,,,,10.697128,14.980297,15.446943,14.262413,13.232271,12.112646,11.658047,11.020672,10.304602,9.6904955,9.184896,8.741392,8.33796
129,,,,10.709171,14.988545,15.451817,14.2640915,13.234568,12.115067,11.658488,11.022364,10.306111,9.6917715,9.185962,8.74234,8.338777
130,,,,10.721365,14.99677,15.456623,14.265797,13.236924,12.117395,11.658949,11.024019,10.307591,9.693011,9.186986,8.743304,8.339584
131,,,,10.733636,15.005034,15.461509,14.267473,13.239252,12.119775,11.659383,11.025706,10.309072,9.694298,9.187947,8.744226,8.340396
132,,,,10.7456455,15.013191,15.466375,14.269136,13.241625,12.122155,11.659847,11.027376,10.310609,9.695526,9.188974,8.745173,8.341169
133,,,,10.757916,15.021295,15.471208,14.270783,13.244,12.124537,11.6602955,11.029042,10.31208,9.69682,9.190012,8.746173,8.342017
134,,,,10.767953,15.028017,15.476022,14.27242,13.246327,12.126948,11.660774,11.030748,10.313497,9.698101,9.191049,8.747158,8.342877
135,,,,10.780037,15.036068,15.480797,14.274134,13.248676,12.129335,11.661237,11.032421,10.314961,9.699348,9.192046,8.748065,8.343718
136,,,,10.792195,15.044131,15.4855585,14.275828,13.251047,12.131743,11.661707,11.03408,10.3164625,9.70064,9.193086,8.749013,8.344598
137,,,,10.804151,15.052218,15.490429,14.277518,13.253411,12.134097,11.662173,11.03577,10.317972,9.701921,9.194145,8.749995,8.345398
138,,,,10.816028,15.060229,15.495252,14.279208,13.255692,12.136488,11.662628,11.037469,10.319481,9.703181,9.19518,8.750959,8.346229
139,,,,10.827869,15.068157,15.500059,14.280879,13.25796,12.138883,11.663094,11.039141,10.32103,9.704472,9.196259,8.751905,8.34707
140,,,,10.839767,15.076267,15.504811,14.282552,13.260325,12.141278,11.663573,11.0408325,10.322515,9.7057,9.197326,8.752905,8.347906
141,,,,10.851699,15.0844,15.509621,14.284246,13.262672,12.143639,11.66407,11.042579,10.3240385,9.7069845,9.198343,8.753897,8.348765
142,,,,10.863576,15.092609,15.513396,14.285589,13.26442,12.145511,11.664381,11.043828,10.325142,9.707976,9.19913,8.754614,8.349373
143,,,,10.875599,15.1006565,15.518029,14.287158,13.266655,12.147706,11.66472,11.045364,10.326499,9.709143,9.200036,8.755474,8.350118
144,,,,10.887644,15.10873,15.522659,14.288722,13.268811,12.149968,11.66502,11.046854,10.3278475,9.710262,9.200966,8.756354,8.350825
145,,,,10.899239,15.116692,15.527238,14.290316,13.271049,12.152222,11.665413,11.048368,10.329142,9.711459,9.201948,8.757136,8.351611
146,,,,10.911164,15.124764,15.531809,14.291897,13.273209,12.154433,11.66573,11.049953,10.330556,9.712633,9.202796,8.757893,8.352306
147,,,,10.923169,15.132793,15.536424,14.293408,13.275481,12.156662,11.666111,11.051514,10.331972,9.713783,9.20367,8.758732,8.353006
148,,,,10.934794,15.14076,15.54103,14.294946,13.277633,12.158951,11.666469,11.053056,10.333338,9.714919,9.204589,8.759514,8.353735
149,,,,10.944617,15.147299,15.545507,14.296488,13.279824,12.161203,11.666839,11.054689,10.33475,9.716093,9.205477,8.760028,8.354418
150,,,,10.956373,15.155195,15.550128,14.298054,13.282049,12.163367,11.667227,11.056214,10.336086,9.71723,9.206419,8.760895,8.355134
151,,,,10.968124,15.163211,15.55464,14.299591,13.284234,12.165554,11.667615,11.057794,10.337441,9.718345,9.2073965,8.76176,8.355863
152,,,,10.979863,15.171072,15.559324,14.301189,13.286357,12.167828,11.668006,11.059344,10.3388405,9.719462,9.208362,8.762568,8.356595
153,,,,10.991692,15.178981,15.563945,14.30279,13.288498,12.170086,11.668412,11.060936,10.340188,9.72065,9.20929,8.763429,8.357297
154,,,,11.003187,15.186853,15.56862,14.304335,13.29076,12.172304,11.668735,11.062496,10.341543,9.721807,9.210299,8.764238,8.358022
155,,,,11.014823,15.194759,15.573321,14.305913,13.292993,12.174612,11.669074,11.064079,10.342903,9.722985,9.211157,8.765111,8.358756
156,,,,11.02621,15.202581,15.578034,14.307456,13.295187,12.176842,11.669432,11.065668,10.344257,9.724144,9.212118,8.765825,8.359415
157,,,,11.037751,15.210436,15.581911,14.3088255,13.29706,12.178697,11.669809,11.067029,10.345408,9.725132,9.2129135,8.766569,8.36005
158,,,,11.0496,15.218234,15.586638,14.310435,13.299242,12.180895,11.670162,11.068572,10.346812,9.726314,9.213894,8.767449,8.36076
159,,,,11.061082,15.226104,15.591263,14.312043,13.301526,12.183258,11.670561,11.070169,10.348163,9.727515,9.214852,8.768277,8.361501
160,,,,11.0726595,15.233884,15.595934,14.313648,13.303631,12.185516,11.670958,11.071741,10.349558,9.728692,9.215885,8.769146,8.362259
161,,,,11.084147,15.24175,15.600596,14.315283,13.305918,12.187846,11.671303,11.0733,10.350886,9.7299185,9.216866,8.77006,8.36296
162,,,,11.095615,15.249489,15.605129,14.316942,13.308118,12.190125,11.671652,11.074902,10.352273,9.731095,9.21782,8.770896,8.363626
163,,,,11.107071,15.257288,15.609808,14.318517,13.310339,12.19242,11.672025,11.076451,10.353642,9.732284,9.218745,8.771747,8.364379
164,,,,11.116598,15.263721,15.614555,14.320109,13.312655,12.194679,11.672407,11.078029,10.355035,9.733474,9.219635,8.772595,8.365133
165,,,,11.128197,15.271524,15.61927,14.321763,13.314898,12.196968,11.67271,11.079608,10.356454,9.734636,9.220562,8.773454,8.365879
166,,,,11.139707,15.279374,15.624025,14.323485,13.317141,12.199194,11.6730795,11.0811825,10.357842,9.735675,9.221486,8.77432,8.366633
