,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.923576831817627,0.9713428020477295,97.74708557128906,0.9100117087364197,0.9634296298027039,96.84022521972656
1,0.8967791199684143,0.956785261631012,96.31608581542969,0.8820288181304932,0.9480136036872864,95.30278015136719
2,0.869551956653595,0.9416370391845703,94.83907318115234,0.8529986143112183,0.931614339351654,93.67205047607422
3,0.8410444855690002,0.9253830909729004,93.25675201416016,0.8220723271369934,0.9136669039726257,91.88994598388672
4,0.8106094002723694,0.9075441360473633,91.52067565917969,0.789230465888977,0.893974781036377,89.93634796142578
5,0.778293251991272,0.8879709839820862,89.61918640136719,0.7545945048332214,0.8724281787872314,87.80059814453125
6,0.7443756461143494,0.8666659593582153,87.55289459228516,0.7188424468040466,0.8492751717567444,85.50784301757812
7,0.7096672654151917,0.844003438949585,85.35834503173828,0.6828800439834595,0.8249812722206116,83.10394287109375
8,0.6748488545417786,0.8203254342079163,83.06661987304688,0.6477863788604736,0.8002157807350159,80.65496826171875
9,0.6409142017364502,0.7962769865989685,80.73822021484375,0.614077091217041,0.7754119038581848,78.20414733886719
10,0.6080162525177002,0.772010862827301,78.38992309570312,0.5817184448242188,0.7506107687950134,75.75496673583984
11,0.5763218998908997,0.7476959228515625,76.04083251953125,0.5509577393531799,0.7260724902153015,73.33308410644531
12,0.5462803244590759,0.7236901521682739,73.71977996826172,0.5220590829849243,0.7020271420478821,70.9614486694336
13,0.5177825093269348,0.6999667286872864,71.4313735961914,0.494834840297699,0.6784627437591553,68.63906860351562
14,0.4908429682254791,0.6766617298126221,69.18254089355469,0.469158411026001,0.6554014086723328,66.36808776855469
15,0.46535590291023254,0.6537932753562927,66.98124694824219,0.4448893964290619,0.6328497529029846,64.1490249633789
16,0.44114816188812256,0.63136225938797,64.82190704345703,0.4218451976776123,0.6166067123413086,62.562042236328125
17,0.4180728495121002,0.613783597946167,63.148685455322266,0.3997857868671417,0.6037449836730957,61.31446075439453
18,0.39591655135154724,0.6006441712379456,61.92460632324219,0.3784649968147278,0.5903443694114685,60.014198303222656
19,0.37446296215057373,0.5870354771614075,60.65217590332031,0.35774505138397217,0.5763936638832092,58.660518646240234
20,0.3536384701728821,0.5729385018348694,59.334957122802734,0.33763784170150757,0.5620146989822388,57.26534652709961
21,0.333503395318985,0.5584837794303894,57.98445510864258,0.3181362450122833,0.5472670197486877,55.835018157958984
