loss,mean_absolute_error,val_loss,val_mean_absolute_error,mean_absolute_percentage_error,val_mean_absolute_percentage_error
0.0037066275,0.025907693,0.0034381507,0.023207994,9.509589,8.228445
0.0037105428,0.02604161,0.0034528745,0.02394568,9.4962225,8.283714
0.0037034478,0.026124693,0.0033847087,0.024647396,9.554544,8.338776
0.0036926465,0.02619178,0.0033444692,0.023654448,9.546357,8.234989
0.0036476487,0.026435763,0.0033497647,0.025249274,9.513532,8.358929
0.0036098,0.02626633,0.0033308517,0.024548046,9.539296,8.326231
0.0035979976,0.02652748,0.003270411,0.024832787,9.54644,8.356697
0.0035919053,0.026559984,0.0033576933,0.0244578,9.554782,8.315352
0.003602321,0.026421046,0.0032841992,0.024414232,9.535467,8.300348
0.0035783069,0.026429383,0.003368227,0.02500985,9.510218,8.362809
0.0035611456,0.026383556,0.0032677955,0.023335716,9.498652,8.226839
