loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0.9690681099891663,0.9826783537864685,99.65923309326172,0.9672357439994812,0.9819624423980713,99.46321105957031
0.9644039273262024,0.98028564453125,99.4192886352539,0.9623751640319824,0.9794566035270691,99.20769500732422
0.9595158696174622,0.9777619242668152,99.16841888427734,0.9572132229804993,0.9767786264419556,98.93760681152344
0.9543408155441284,0.9750738143920898,98.90142059326172,0.9516623616218567,0.9738785624504089,98.64787292480469
0.9487430453300476,0.9721466898918152,98.61373138427734,0.945672333240509,0.9707266688346863,98.3365249633789
0.942752480506897,0.9689906239509583,98.30661010742188,0.939260721206665,0.9673250913619995,98.00277709960938
0.9362937808036804,0.9655613303184509,97.9719467163086,0.9323536157608032,0.9636303782463074,97.64080810546875
0.9293237328529358,0.9618272185325623,97.6120834350586,0.9247891306877136,0.9595402479171753,97.24093627929688
0.9217177033424377,0.9577124118804932,97.2138442993164,0.9166502952575684,0.9550960063934326,96.8070297241211
0.9135457873344421,0.9532487988471985,96.77904510498047,0.9078864455223083,0.9502598643302917,96.33565521240234
0.9047396779060364,0.948387861251831,96.31422424316406,0.8984400629997253,0.9449876546859741,95.82266998291016
0.8952032327651978,0.9430630207061768,95.80284118652344,0.8882613182067871,0.9392395615577698,95.26412963867188
0.8849686980247498,0.9372823238372803,95.25106811523438,0.8773132562637329,0.9329790472984314,94.65679931640625
0.8739792704582214,0.9309993386268616,94.64493560791016,0.8655490279197693,0.9261624217033386,93.99658203125
0.8621606230735779,0.9241505861282349,93.99002075195312,0.8529370427131653,0.9187502861022949,93.27984619140625
0.8494716882705688,0.91669762134552,93.27411651611328,0.8394542932510376,0.9107041954994202,92.50324249267578
0.8359695076942444,0.9086390733718872,92.50416564941406,0.8251043558120728,0.9020007252693176,91.66452026367188
0.8214184045791626,0.8998159170150757,91.66763305664062,0.8097981214523315,0.8925642371177673,90.75641632080078
0.8060089945793152,0.8903258442878723,90.76409149169922,0.7935013771057129,0.8823437094688416,89.77417755126953
0.7894054055213928,0.8799135088920593,89.78247833251953,0.7762165665626526,0.8713109493255615,88.71510314941406
0.7718552350997925,0.8687163591384888,88.72091674804688,0.7580060958862305,0.8594706058502197,87.57939147949219
0.7533859610557556,0.8567060828208923,87.58589172363281,0.7389985918998718,0.8468677997589111,86.37135314941406
0.7341803312301636,0.8439687490463257,86.37664794921875,0.7193608283996582,0.8335751891136169,85.0977554321289
0.7143225073814392,0.830517053604126,85.10336303710938,0.6992560029029846,0.8196535706520081,83.76437377929688
0.6940141320228577,0.8164353370666504,83.7741928100586,0.6789321899414062,0.8052476644515991,82.38477325439453
0.673507809638977,0.8018733263015747,82.40852355957031,0.6586668491363525,0.7905603051185608,80.97763061523438
0.6531528830528259,0.7871013879776001,81.02078247070312,0.6386192440986633,0.7757171988487244,79.55490112304688
0.6329041719436646,0.7720798850059509,79.60038757324219,0.618813157081604,0.7607419490814209,78.118408203125
0.6129314303398132,0.7569244503974915,78.1673355102539,0.5994367003440857,0.7457718253135681,76.68194580078125
0.593512773513794,0.7418643832206726,76.75749969482422,0.5805254578590393,0.7308351397514343,75.24816131591797
0.5745731592178345,0.72684645652771,75.33938598632812,0.5620827078819275,0.7159523963928223,73.81858825683594
0.5561051964759827,0.7118898034095764,73.93445587158203,0.5440928936004639,0.7011529207229614,72.39598083496094
0.538043200969696,0.6970002055168152,72.52178955078125,0.526504397392273,0.6864604353904724,70.98262786865234
0.5204241871833801,0.6823194622993469,71.13607025146484,0.509231686592102,0.6719479560852051,69.5861587524414
0.5031135082244873,0.6677398085594177,69.76235961914062,0.4922347366809845,0.6576898694038391,68.21444702148438
0.4860437214374542,0.6532202959060669,68.3858642578125,0.4755271077156067,0.6436358690261841,66.86283874511719
0.46935197710990906,0.6388957500457764,67.03486633300781,0.4591515064239502,0.6297474503517151,65.52761840820312
0.4530327320098877,0.6247891187667847,65.70142364501953,0.44315701723098755,0.6160341501235962,64.2094955444336
0.4371342360973358,0.6109380125999451,64.39906311035156,0.427579402923584,0.6025007963180542,62.90898513793945
0.42164331674575806,0.5973063707351685,63.120052337646484,0.41245684027671814,0.5892187356948853,61.6330680847168
0.4066283702850342,0.5839760303497314,61.863922119140625,0.39781272411346436,0.5761786103248596,60.380916595458984
0.392120897769928,0.5709470510482788,60.64755630493164,0.38366201519966125,0.5634397268295288,59.15863037109375
0.37813904881477356,0.5582696199417114,59.461830139160156,0.37001240253448486,0.5510411858558655,57.970462799072266
0.3646336793899536,0.54593825340271,58.30958557128906,0.35685309767723083,0.5390111804008484,56.819801330566406
0.3516541123390198,0.5340310335159302,57.204994201660156,0.34416332840919495,0.5273651480674744,55.70862579345703
0.3391045033931732,0.5225111842155457,56.13601303100586,0.3319120407104492,0.5161359310150146,54.640655517578125
0.3270009458065033,0.5114371180534363,55.10898208618164,0.3200598955154419,0.5053427815437317,53.61820602416992
0.31530511379241943,0.5008513927459717,54.13065719604492,0.3085756301879883,0.49503421783447266,52.646183013916016
0.30395984649658203,0.49079233407974243,53.207366943359375,0.2974427044391632,0.4853210747241974,51.73589324951172
0.2929689288139343,0.48144015669822693,52.36155700683594,0.2866431772708893,0.476419061422348,50.9093132019043
0.2822861671447754,0.4729316830635071,51.6004638671875,0.27616071701049805,0.46817922592163086,50.151920318603516
0.27192994952201843,0.46468308568000793,50.865684509277344,0.26598215103149414,0.4598644971847534,49.38992691040039
0.26188501715660095,0.45635583996772766,50.12338638305664,0.25609534978866577,0.4514627158641815,48.62178421020508
