loss,mean_absolute_error,val_loss,val_mean_absolute_error,mean_absolute_percentage_error,val_mean_absolute_percentage_error
0.0034252023,0.023311574,0.003246042,0.020024763,8.954918,7.803308
0.0034094346,0.023295969,0.0032808532,0.023094319,8.948199,8.105271
0.0034237078,0.023342703,0.0033889855,0.02115709,8.944702,7.91631
0.0034236906,0.023386225,0.003256914,0.021528376,8.959687,7.894532
0.003424958,0.023363257,0.0032516508,0.020080071,8.940284,7.7896585
0.0034168134,0.02334003,0.0033210353,0.020439623,8.951285,7.8814173
0.0034065465,0.023339506,0.0032262534,0.021115622,8.939633,7.8620267
0.0033958748,0.023277493,0.0032596325,0.0208465,8.913587,7.8418684
0.0034017114,0.023269353,0.0032838462,0.020902192,8.921918,7.958657
0.003391021,0.02328047,0.0032556902,0.02120287,8.902238,7.8720727
0.0033984832,0.023365075,0.003299569,0.022129582,8.903506,7.982753
0.003402637,0.023280097,0.0033071053,0.019700829,8.919797,7.763932
0.0034053624,0.023415187,0.0032407762,0.022347648,8.941345,7.9853945
0.0034093217,0.023463402,0.0032684978,0.020367868,8.934688,7.846497
0.0034160712,0.023368223,0.0032851747,0.020138819,8.9108095,7.8153944
0.0033916999,0.02329727,0.0032020702,0.01999493,8.951393,7.745138
0.0033947157,0.0233636,0.0032574136,0.021551676,8.927325,7.913008
0.0033802234,0.02333242,0.0032577012,0.02089624,8.9059305,7.900391
0.0033927318,0.02319761,0.0032663916,0.020593664,8.896462,7.8194747
0.003390909,0.023276174,0.0032398114,0.020070279,8.877482,7.753228
0.0034014059,0.02334075,0.003348012,0.020438474,8.913089,7.8472695
0.003386692,0.023412317,0.0032232907,0.019952597,8.925717,7.7482505
0.0033808986,0.023339286,0.0031870636,0.020326795,8.901219,7.747154
0.0033826504,0.023181349,0.0032426266,0.020354927,8.867268,7.7495894
0.0033688797,0.023234148,0.0032421283,0.019891001,8.893197,7.7308187
0.003383668,0.023268677,0.0032636928,0.020602388,8.883768,7.828736
0.0033822022,0.023328776,0.0032495647,0.021527853,8.886567,7.8943706
0.003366533,0.023253482,0.00324635,0.019437712,8.908114,7.7175117
0.003371028,0.023243282,0.0033081323,0.021061355,8.895237,7.8969383
0.0033657004,0.023272024,0.00321374,0.021590421,8.888712,7.853067
0.003374445,0.023291614,0.0032908663,0.020488853,8.894058,7.805907
0.0033638058,0.023271898,0.0032405583,0.020533187,8.866515,7.801151
0.0033651723,0.023339955,0.003246358,0.022196177,8.8972435,7.999781
0.003372139,0.023269884,0.0032814662,0.021104926,8.8994,7.810087
0.0033520544,0.023286182,0.0032785307,0.020903114,8.867007,7.783702
0.0033553757,0.023215659,0.0032360929,0.020636914,8.833614,7.7560377
0.0033584062,0.02340829,0.003254268,0.02148632,8.881442,7.880334
0.0033685418,0.023426827,0.003256725,0.02024002,8.896721,7.7755904
0.0033544088,0.023287866,0.0032449109,0.021417616,8.865144,7.8941236
0.0033572146,0.023121918,0.0032570546,0.01936276,8.8569355,7.6683807
0.0033460704,0.023019128,0.003257017,0.020092584,8.8054285,7.730466
0.0033626927,0.02324475,0.003234689,0.02086211,8.850091,7.79928
0.0033418513,0.023060141,0.0032096906,0.021116205,8.800538,7.8290076
0.0033552533,0.023217978,0.003191791,0.020684563,8.853505,7.7493973
0.003335339,0.023025619,0.0032147323,0.020775434,8.836144,7.8040757
