,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.9652146697044373,0.982006311416626,98.82656860351562,0.9593154788017273,0.9789246320724487,98.38841247558594
1,0.9534090161323547,0.9757950305938721,98.2265853881836,0.9464229345321655,0.9720689654350281,97.71116638183594
2,0.9401013255119324,0.9686691761016846,97.5425033569336,0.9320735931396484,0.9642857909202576,96.94368743896484
3,0.9254098534584045,0.9606282114982605,96.77177429199219,0.9160743951797485,0.9553592801094055,96.065185546875
4,0.9093713760375977,0.9516229033470154,95.9089584350586,0.8993018865585327,0.9457808136940002,95.12265014648438
5,0.8927480578422546,0.942087709903717,94.99588775634766,0.8818250298500061,0.9355601072311401,94.11727142333984
6,0.8754398226737976,0.9319272041320801,94.02257537841797,0.8637125492095947,0.924704372882843,93.0495834350586
7,0.8575509190559387,0.9211739897727966,92.99128723144531,0.8449050188064575,0.9131380319595337,91.91264343261719
8,0.8389332890510559,0.9097098708152771,91.89138793945312,0.825744092464447,0.9010961055755615,90.72921752929688
9,0.820145845413208,0.8979144096374512,90.75996398925781,0.8063361048698425,0.8886573314666748,89.5065689086914
10,0.8008697032928467,0.8855791091918945,89.57776641845703,0.7864200472831726,0.8756468892097473,88.22706604003906
11,0.7810781598091125,0.872682511806488,88.33914184570312,0.7661586403846741,0.8621844053268433,86.90214538574219
12,0.7609512209892273,0.8593571186065674,87.05622100830078,0.7457173466682434,0.848385214805603,85.54318237304688
13,0.7406215667724609,0.8456817269325256,85.7380142211914,0.7252295613288879,0.8343183398246765,84.15758514404297
14,0.7202137112617493,0.8316845297813416,84.38821411132812,0.7047553658485413,0.8199849724769592,82.74563598632812
15,0.6997957229614258,0.817414402961731,83.01500701904297,0.6842875480651855,0.8053836226463318,81.30718994140625
16,0.6793498992919922,0.8028594255447388,81.60851287841797,0.6638453006744385,0.790533185005188,79.84422302246094
17,0.6589140295982361,0.7880476713180542,80.18074798583984,0.6434674263000488,0.7754576206207275,78.35897064208984
18,0.6385235786437988,0.7729896903038025,78.7303237915039,0.6232056617736816,0.7601889967918396,76.85482025146484
19,0.6182280778884888,0.7577148675918579,77.26429748535156,0.6030052304267883,0.7446377873420715,75.32344818115234
20,0.5979592204093933,0.7421479821205139,75.77391815185547,0.5829830169677734,0.7289928793907166,73.7840805053711
21,0.5779078006744385,0.7265346646308899,74.27721405029297,0.5631153583526611,0.7132226228713989,72.23228454589844
22,0.5579776763916016,0.7107430696487427,72.76258850097656,0.5433685779571533,0.6972689628601074,70.66265869140625
23,0.5381685495376587,0.6947556734085083,71.23246765136719,0.5237427353858948,0.6811167001724243,69.07369995117188
24,0.5184808373451233,0.6785635352134705,69.68209075927734,0.5042475461959839,0.6647763848304749,67.46678161621094
25,0.4989265203475952,0.6621957421302795,68.11527252197266,0.4848860502243042,0.6482633352279663,65.84310913085938
26,0.4795156717300415,0.6456670165061951,66.53205871582031,0.4656592905521393,0.631610631942749,64.20586395263672
27,0.4602643549442291,0.6290229558944702,64.93981170654297,0.4465903341770172,0.614833414554596,62.55663299560547
28,0.44115492701530457,0.6122145056724548,63.33003234863281,0.4277278780937195,0.5979775190353394,60.90107345581055
29,0.4222812056541443,0.5953522324562073,61.71867370605469,0.409109890460968,0.5810796618461609,59.24358367919922
30,0.40364834666252136,0.5784409642219543,60.10315704345703,0.39074888825416565,0.5643483400344849,57.604766845703125
31,0.38527318835258484,0.5618030428886414,58.517723083496094,0.3726540505886078,0.5516577959060669,56.370731353759766
32,0.3671618103981018,0.5478236675262451,57.19900894165039,0.3548145294189453,0.5386565923690796,55.106414794921875
33,0.34930655360221863,0.5345876812934875,55.955081939697266,0.33720478415489197,0.5251412391662598,53.79117965698242
34,0.33167552947998047,0.5208550095558167,54.66267395019531,0.31981000304222107,0.5111684203147888,52.43070983886719
35,0.3142816424369812,0.5067270994186401,53.328941345214844,0.30265012383461,0.49683505296707153,51.03483200073242
36,0.2971538305282593,0.4922711253166199,51.96733474731445,0.2857646644115448,0.48220738768577576,49.610538482666016
37,0.28032800555229187,0.4775516390800476,50.58038330078125,0.26919862627983093,0.46733084321022034,48.1625862121582
38,0.2638426721096039,0.4626009464263916,49.171287536621094,0.2529955208301544,0.452256441116333,46.69591522216797
39,0.24774889647960663,0.44748514890670776,47.74840545654297,0.23719248175621033,0.4370262324810028,45.2147331237793
40,0.23205730319023132,0.4322197735309601,46.30965042114258,0.22180244326591492,0.42166632413864136,43.72161102294922
41,0.216794952750206,0.41682738065719604,44.862037658691406,0.2068716585636139,0.4061848819255829,42.21720886230469
42,0.2020057588815689,0.40131452679634094,43.40288543701172,0.19243159890174866,0.3905780613422394,40.70119857788086
43,0.18771685659885406,0.3856859505176544,41.93149185180664,0.17850078642368317,0.3748595118522644,39.174644470214844
44,0.173940047621727,0.3699586093425751,40.45433044433594,0.16508261859416962,0.35904660820961,37.638938903808594
45,0.16067840158939362,0.3541559875011444,38.96586990356445,0.15219739079475403,0.3432004153728485,36.100067138671875
46,0.1479535549879074,0.3383401334285736,37.477577209472656,0.13983871042728424,0.327338844537735,34.55963897705078
47,0.13575419783592224,0.3225138187408447,35.988529205322266,0.12801140546798706,0.31148672103881836,33.020111083984375
48,0.12409384548664093,0.30671897530555725,34.500205993652344,0.11672165989875793,0.29568320512771606,31.485334396362305
49,0.11297155171632767,0.2909943163394928,33.020469665527344,0.10597498714923859,0.27999794483184814,29.96193504333496
50,0.10241062194108963,0.2757345736026764,31.583255767822266,0.09577256441116333,0.26687946915626526,28.69455909729004
