,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.953105092048645,0.973646879196167,98.75946807861328,0.9346567392349243,0.9641446471214294,97.76922607421875
1,0.9114483594894409,0.9513091444969177,96.62409210205078,0.8845493793487549,0.9365503787994385,95.18807983398438
2,0.8543468117713928,0.9189472794532776,93.57876586914062,0.8165450692176819,0.8965378403663635,91.46150970458984
3,0.779807448387146,0.8735589385032654,89.32901000976562,0.733023464679718,0.84307861328125,86.50562286376953
4,0.6941788792610168,0.8164189457893372,84.00653076171875,0.6438106298446655,0.7796003222465515,80.65713500976562
5,0.6074866652488708,0.7520745396614075,78.06187438964844,0.5603456497192383,0.7132927179336548,74.61773681640625
6,0.5289992690086365,0.687326192855835,72.1502456665039,0.4879528284072876,0.6495307683944702,68.87699890136719
7,0.46083971858024597,0.625171422958374,66.52352142333984,0.42546653747558594,0.5890882015228271,63.480987548828125
8,0.40207022428512573,0.566901683807373,61.27507019042969,0.37135884165763855,0.5327755212783813,58.47409439086914
9,0.3506406545639038,0.5122227072715759,56.34739685058594,0.32358071208000183,0.4797608554363251,53.74834442138672
10,0.3051767945289612,0.4639788866043091,52.03379821777344,0.28120583295822144,0.44271281361579895,50.518497467041016
11,0.26467475295066833,0.4286962151527405,48.97168731689453,0.24310272932052612,0.4082726538181305,47.42372131347656
12,0.22824902832508087,0.3943939507007599,45.91518020629883,0.20883724093437195,0.37388190627098083,44.23354721069336
13,0.19567175209522247,0.36056971549987793,42.833152770996094,0.17831335961818695,0.34043189883232117,41.0615119934082
14,0.16664154827594757,0.3280021548271179,39.816402435302734,0.15104536712169647,0.3085933029651642,37.97861099243164
15,0.14067117869853973,0.2971220314502716,36.90608596801758,0.12664856016635895,0.2784581780433655,35.010074615478516
16,0.11747859418392181,0.2679081857204437,34.11225891113281,0.10500537604093552,0.2500285804271698,32.17701721191406
17,0.09689351171255112,0.24033993482589722,31.448740005493164,0.08586714416742325,0.22325614094734192,29.483543395996094
18,0.0787101611495018,0.21415522694587708,28.895700454711914,0.06901279091835022,0.19818896055221558,26.939189910888672
19,0.06278061121702194,0.18900004029273987,26.420352935791016,0.054324958473443985,0.1737111359834671,24.43812370300293
20,0.04900521785020828,0.16466160118579865,24.01384162902832,0.041738592088222504,0.1498827189207077,21.988554000854492
21,0.03733483701944351,0.14121471345424652,21.68079376220703,0.03121800348162651,0.12688107788562775,19.61285972595215
22,0.027722343802452087,0.11880496889352798,19.442590713500977,0.022715503349900246,0.10493508726358414,17.33224868774414
23,0.02011149562895298,0.09772590547800064,17.32553482055664,0.016161927953362465,0.08441192656755447,15.191333770751953
24,0.01439016591757536,0.07826139777898788,15.362885475158691,0.011417429894208908,0.06568098068237305,13.226423263549805
25,0.010392616502940655,0.0608278326690197,13.595807075500488,0.008267845027148724,0.04917600378394127,11.486898422241211
26,0.00785104651004076,0.04689307510852814,12.176163673400879,0.006413090042769909,0.0354330912232399,10.032695770263672
27,0.0064331404864788055,0.037807393819093704,11.240497589111328,0.005483630113303661,0.027802560478448868,9.20226764678955
28,0.005767934489995241,0.0316644012928009,10.60329818725586,0.005115076433867216,0.022586192935705185,8.632940292358398
29,0.005517885088920593,0.027700141072273254,10.188719749450684,0.005009723361581564,0.019854551181197166,8.329622268676758
30,0.005445784889161587,0.025541100651025772,9.959822654724121,0.004995995666831732,0.01860281080007553,8.192069053649902
31,0.005430539138615131,0.024557089433073997,9.855180740356445,0.0049970331601798534,0.018202295526862144,8.145589828491211
32,0.005426411982625723,0.024195028468966484,9.81447696685791,0.005002160556614399,0.018137117847800255,8.140756607055664
33,0.005425493698567152,0.024101093411445618,9.80195140838623,0.005003360565751791,0.018006781116127968,8.128220558166504
34,0.005425311159342527,0.0240719523280859,9.798665046691895,0.005007781088352203,0.01794763281941414,8.126445770263672
35,0.005425109062343836,0.024071913212537766,9.798130989074707,0.005006952676922083,0.017906397581100464,8.12222957611084
36,0.005424295552074909,0.024089204147458076,9.798260688781738,0.005011351313441992,0.017834246158599854,8.118840217590332
37,0.005424255505204201,0.02406957931816578,9.795981407165527,0.0050127021968364716,0.01775115169584751,8.111408233642578
38,0.005423679016530514,0.02407316491007805,9.796361923217773,0.005015012342482805,0.017685171216726303,8.107054710388184
39,0.005422888323664665,0.02406754344701767,9.795839309692383,0.005014010705053806,0.017658645287156105,8.104157447814941
40,0.0054228585213422775,0.024074874818325043,9.794978141784668,0.005013844929635525,0.0176125168800354,8.099257469177246
41,0.005421395879238844,0.02405671402812004,9.794663429260254,0.0050161415711045265,0.01758481003344059,8.098782539367676
42,0.005421633366495371,0.02406417392194271,9.79448413848877,0.005016377195715904,0.017558680847287178,8.096272468566895
43,0.0054220580495893955,0.024054499343037605,9.79340934753418,0.0050149946473538876,0.017551682889461517,8.09490966796875
44,0.0054219914600253105,0.0240606851875782,9.792743682861328,0.005015179049223661,0.01755089871585369,8.095203399658203
45,0.005422166083008051,0.02405884675681591,9.79289722442627,0.005012922920286655,0.0175720676779747,8.095460891723633
46,0.005421313922852278,0.024059612303972244,9.793957710266113,0.005014430265873671,0.01752394437789917,8.092135429382324
47,0.005421588663011789,0.024055995047092438,9.793837547302246,0.0050124069675803185,0.017571691423654556,8.096423149108887
48,0.0054210154339671135,0.02405487559735775,9.791065216064453,0.005015745759010315,0.01750590279698372,8.091963768005371
49,0.005421492271125317,0.02404993586242199,9.79179859161377,0.00500830914825201,0.017585741356015205,8.094732284545898
